author,seed_doi,seed_title,seed_short_title,n_seed_dois_cited_by_author,n_citing_works_by_author
Rino Rappuoli,10.1257/pandp.20201017,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,1,1
Riya Wadhwa,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Rob Bailis,10.3386/w32450,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,The Macroeconomic Impact of Climate Change,1,1
Robayo Adriana,10.1257/pandp.20201017,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,1,1
Robb Willer,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Robert Elliott,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,1
Robert F. Engle,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,1
Robert Koopman,10.1257/pandp.20201017,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,1,1
Robert M. Townsend,10.3386/w23929,Effects of Emigration on Rural Labor Markets,Effects of Emigration on Rural Labor Markets,1,1
Robert Metcalfe,10.3386/w32728,A Welfare Analysis of Policies Impacting Climate Change,A Welfare Analysis of Policies Impacting Climate Change,1,1
Robert Townsend,10.3386/w23929,Effects of Emigration on Rural Labor Markets,Effects of Emigration on Rural Labor Markets,1,1
Robert Wilson,10.1257/pandp.20201017,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,1,1
Roberto Cantoni,10.3386/w32450,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,The Macroeconomic Impact of Climate Change,1,1
Roberto Tinoco,10.48550/arxiv.2305.07153,Towards best practices in AGI safety and governance: A survey of expert opinion,Towards best practices in AGI safety and governance,1,1
Robin Nusslock,10.3386/w30011,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…",1,1
Robin P. G. Tech,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Robin Schimmelpfennig,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,1,1
Robizon Tsiklauri,10.1093/wbro/lkae010,The Effect of Lead Exposure on Children’s Learning in the Developing World: A Meta-Analysis,The Effect of Lead Exposure on Children’s Learning in the…,1,1
Rodolphe Durand,10.1287/mnsc.2023.4846,The Governance of Nonprofits and Their Social Impact: Evidence from a Randomized Program in Healthcare in the Democratic Republic of Congo,The Governance of Nonprofits and Their Social Impact,1,1
Rodrigo Riera,10.3386/w26752,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,1,1
Rodrigo Sanchez Sienra,10.1257/aeri.20210612,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…,1,1
Roee Levy,10.1257/aeri.20210612,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless of Baseline Mental Distress,Cognitive Behavioral Therapy among Ghana's Rural Poor Is Effective Regardless…,1,1
Roham Rezaei,10.3386/w31899,The Effect of Public Science on Corporate R&amp;D,The Effect of Public Science on Corporate R&amp;D,1,1
Rohit Bansal,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Roland Seifert,10.3386/w26752,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,1,1
Romain Boulongne,10.1287/mnsc.2023.4846,The Governance of Nonprofits and Their Social Impact: Evidence from a Randomized Program in Healthcare in the Democratic Republic of Congo,The Governance of Nonprofits and Their Social Impact,1,1
Ronald B. Davies,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Rong Yu,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,1
Rongrong Li,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Roni Michaely,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,1
Roseline Oluwaseun Ogundokun,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Rosella Levaggi,10.3386/w31272,Pharmaceutical Pricing and R&amp;D as a Global Public Good,Pharmaceutical Pricing and R&amp;D as a Global Public Good,1,1
Roshan Sutar,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,1,1
Ross Gruetzemacher,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Ru-Yu Xu,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Ruchir Shiromani,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Rui Chen,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Ruibing Ji,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Ruijia Yang,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,1
Run Zhu,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,1
Rusli Mahadi,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,1,1
Russ Burnett,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,1,1
Russell Smyth,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,1
Ryan Cory-Wright,10.3386/w26752,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,1,1
Ryan G. Johnson,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Ryan M. Hynes,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Ryunosuke Goto,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,1,1
Rıza Demirer,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,1
S. Baran,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
S. Farooq,10.48550/arxiv.2305.07153,Towards best practices in AGI safety and governance: A survey of expert opinion,Towards best practices in AGI safety and governance,1,1
S. Nageeb Ali,10.3386/w31663,"Zero-Sum Environments, the Evolution of Effort-Suppressing Beliefs, and Economic Development","Zero-Sum Environments, the Evolution of Effort-Suppressing Beliefs, and Economic…",1,1
S. Sarkar,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
S. V. Subramanian,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,1,1
S.S. Khanna,10.1257/aeri.20230431,Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,Money (Not) to Burn,1,1
Saad Alghamdi,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,1,1
Sabine Wiesmüller,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Sabriya L. Linton,10.2139/ssrn.4154000,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,1,1
Sadaf Sadat Rafati,10.1093/wbro/lkae010,The Effect of Lead Exposure on Children’s Learning in the Developing World: A Meta-Analysis,The Effect of Lead Exposure on Children’s Learning in the…,1,1
Saeid Ashraf Vaghefi,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,1
Sai Pramod Bathena,10.3386/w31208,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,Building Resilient Education Systems,1,1
Salauddin Tauseef,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,1,1
Salman Arif,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,1
Samantha Lily Kumar,10.2139/ssrn.4154000,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,1,1
Samia Chehbi Gamoura,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Samuel Adomako,10.3386/w26752,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,1,1
Samuel B. Schlesinger,10.3386/w32450,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,The Macroeconomic Impact of Climate Change,1,1
Samuel Fankhauser,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,1
Samuel Fosso Wamba,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Samuel Jung,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Samuel Kembou Nzalé,10.2139/ssrn.4154000,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,1,1
Samuel Lormel,10.3386/w31554,Urban Forests: Environmental Health Values and Risks,Urban Forests,1,1
Samuel Marshall,10.3386/w23929,Effects of Emigration on Rural Labor Markets,Effects of Emigration on Rural Labor Markets,1,1
Samuel Norris,10.3386/w32093,Cash Transfers for Child Development: Experimental Evidence from India,Cash Transfers for Child Development,1,1
Samuel Salia,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Samuel Schoeb,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,1,1
Samuel Schöb,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,1,1
Sanchayan Banerjee,10.3386/w30740,"When do ""Nudges"" Increase Welfare?","When do ""Nudges"" Increase Welfare?",1,1
Sandip Agarwal,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,1,1
Sandip Sukhtankar,10.3386/w32093,Cash Transfers for Child Development: Experimental Evidence from India,Cash Transfers for Child Development,1,1
Sandra Dow,10.3386/w32450,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,The Macroeconomic Impact of Climate Change,1,1
Sandra Lavorel,10.3386/w31554,Urban Forests: Environmental Health Values and Risks,Urban Forests,1,1
Sandrine Péneau,10.3386/w30740,"When do ""Nudges"" Increase Welfare?","When do ""Nudges"" Increase Welfare?",1,1
Sanem Ozen,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,1,1
Sanja Blažević Burić,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Sanjay Misra,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Sanjeeb Dash,10.3386/w26752,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,1,1
Sanjida Khan,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,1,1
Santanu Kundu,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,1
Sanya Carley,10.3386/w26775,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,1,1
Sara Carter,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Sara Constantino,10.3386/w32450,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,The Macroeconomic Impact of Climate Change,1,1
Sarah E. Anderson,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,1
Sarah E. Bolton,10.1080/21606544.2022.2138980,The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,The animal welfare cost of meat,1,1
Sarah Eichmeyer,10.1093/ej/uead102,Do Celebrity Endorsements Matter? A Twitter Experiment Promoting Vaccination in Indonesia,Do Celebrity Endorsements Matter? A Twitter Experiment Promoting Vaccination in…,1,1
Sarah Gillespie,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,1,1
Sarah Gultom,10.1093/ej/uead102,Do Celebrity Endorsements Matter? A Twitter Experiment Promoting Vaccination in Indonesia,Do Celebrity Endorsements Matter? A Twitter Experiment Promoting Vaccination in…,1,1
Saravana Ravindran,10.3386/w23929,Effects of Emigration on Rural Labor Markets,Effects of Emigration on Rural Labor Markets,1,1
Sarim Zafar,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,1,1
Sarosh Nagar,10.1257/pandp.20201017,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,1,1
Sasa Yang,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Satish Kumar,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,1
Satoshi Hoshino,10.3386/w23929,Effects of Emigration on Rural Labor Markets,Effects of Emigration on Rural Labor Markets,1,1
Saurabh Singhal,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,1,1
Saverio Olivito,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,1
Scott Duke Kominers,10.3386/w26775,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,1,1
Scott Webster,10.1257/pandp.20201017,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,1,1
Sean Low,10.1257/pandp.20201017,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,1,1
Sebastian Bauhoff,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,1,1
Sebastian Gerth,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Sebastian Linde,10.2139/ssrn.4154000,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,1,1
Sebastian Utz,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,1
Sebastián Espinoza,10.3386/w32450,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,The Macroeconomic Impact of Climate Change,1,1
Sebastián Vollmer,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,1,1
Sefi Roth,10.3386/w32728,A Welfare Analysis of Policies Impacting Climate Change,A Welfare Analysis of Policies Impacting Climate Change,1,1
Sen Chai,10.3386/w26752,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,1,1
Sendhil Mullainathan,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Seongmin Jeon,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Serena Cocciolo,10.3386/w30835,Water Treatment And Child Mortality: A Meta-Analysis And Cost-effectiveness Analysis,Water Treatment And Child Mortality,1,1
Serge-Lopez Wamba-Taguimdje,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Sergey Gavrilets,10.3386/w31663,"Zero-Sum Environments, the Evolution of Effort-Suppressing Beliefs, and Economic Development","Zero-Sum Environments, the Evolution of Effort-Suppressing Beliefs, and Economic…",1,1
Sergey Tishkov,10.3386/w32450,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,The Macroeconomic Impact of Climate Change,1,1
Seth Ariel Green,10.2139/ssrn.3938994,Information Avoidance and Moral Behavior: Experimental Evidence from Food Choices,Information Avoidance and Moral Behavior,1,1
Sevgi Soylemezgil,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,1
Shabnam Anne,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,1,1
Shafaq Irshad,10.3386/w32450,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,The Macroeconomic Impact of Climate Change,1,1
Shahabaldin Rezania,10.3386/w30835,Water Treatment And Child Mortality: A Meta-Analysis And Cost-effectiveness Analysis,Water Treatment And Child Mortality,1,1
Shai Shalev‐Shwartz,10.48550/arxiv.2305.07153,Towards best practices in AGI safety and governance: A survey of expert opinion,Towards best practices in AGI safety and governance,1,1
Shailesh Sakalle,10.3386/w30011,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…",1,1
Shalini Singh,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Shan Jin,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Shan-Heng Fu,10.3386/w32450,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,The Macroeconomic Impact of Climate Change,1,1
Shannen Wafflart,10.1111/conl.13077,Banning Wildlife Trade Can Boost the Unregulated Trade of Threatened Species,Banning Wildlife Trade Can Boost the Unregulated Trade of Threatened…,1,1
Shaoqi Ma,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Sharad Tiwari,10.3386/w30011,"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes","The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic…",1,1
Sharon Belenzon,10.3386/w31899,The Effect of Public Science on Corporate R&amp;D,The Effect of Public Science on Corporate R&amp;D,1,1
Sharon Goldfeld,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,1,1
Sharon Locke,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,1,1
Sharon Wolf,10.2139/ssrn.4154000,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,1,1
Shaul Shalvi,10.2139/ssrn.3938994,Information Avoidance and Moral Behavior: Experimental Evidence from Food Choices,Information Avoidance and Moral Behavior,1,1
Sheer Lia,10.3386/w31899,The Effect of Public Science on Corporate R&amp;D,The Effect of Public Science on Corporate R&amp;D,1,1
Sheila A. McIlraith,10.48550/arxiv.2305.07153,Towards best practices in AGI safety and governance: A survey of expert opinion,Towards best practices in AGI safety and governance,1,1
Sheila O’Donohoe,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,1
Shengling Zhang,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Shengming Hu,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Shibin David,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Shifneen Rasheed,10.3386/w32450,The Macroeconomic Impact of Climate Change: Global vs. Local Temperature,The Macroeconomic Impact of Climate Change,1,1
Shihan Feng,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,1
Shilan Feng,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,1
Shinya Uryu,10.1111/conl.13077,Banning Wildlife Trade Can Boost the Unregulated Trade of Threatened Species,Banning Wildlife Trade Can Boost the Unregulated Trade of Threatened…,1,1
Shiwei Fan,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,1
Shruti Rajagopalan,10.1257/pandp.20201017,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,1,1
Shu Tian,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,1
Shuai Ling,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,1,1
Shuaijun Guo,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,1,1
Shuang Zhang,10.3386/w26752,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,1,1
Shuanglei Wu,10.3386/w26752,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,1,1
Shubhanker Yadav,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Shubo Zhang,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,1
Shulei Cheng,10.1257/aer.20221215,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,Does the Squeaky Wheel Get More Grease? The Direct and…,1,1
Shuzhong Ma,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Shwetlena Sabarwal,10.3386/w31208,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,Building Resilient Education Systems,1,1
Sicily Fiennes,10.1111/conl.13077,Banning Wildlife Trade Can Boost the Unregulated Trade of Threatened Species,Banning Wildlife Trade Can Boost the Unregulated Trade of Threatened…,1,1
Sifan Zhou,10.3386/w26752,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,1,1
Sihong Li,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Sijia Tao,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Silvia Prina,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,1,1
Silvio Vismara,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Simeon Campos,10.1016/j.ijdrr.2022.102798,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Long term cost-effectiveness of resilient foods for global catastrophes compared…,1,1
Simiao Chen,10.3386/w26775,Advance Market Commitments: Insights from Theory and Experience,Advance Market Commitments,1,1
Simon Blouin,10.1016/j.ijdrr.2022.102798,Long term cost-effectiveness of resilient foods for global catastrophes compared to artificial general intelligence safety,Long term cost-effectiveness of resilient foods for global catastrophes compared…,1,1
Simon Bunel,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Simon Fritzsch,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,1
Simon Quinn,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,1,1
Simon Scheidegger,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,1
Simona Abis,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Simona Cosma,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,1
Simona Costagli,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Simona Gamba,10.3386/w31272,Pharmaceutical Pricing and R&amp;D as a Global Public Good,Pharmaceutical Pricing and R&amp;D as a Global Public Good,1,1
Simone Schaner,10.3386/w23929,Effects of Emigration on Rural Labor Markets,Effects of Emigration on Rural Labor Markets,1,1
Siyi Wang,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Snehil Gupta,10.3386/w28106,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,The Comparative Impact of Cash Transfers and a Psychotherapy Program…,1,1
Sofía Amaral,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,1,1
Sofía López‐Cubillos,10.21203/rs.3.rs-3235955/v1,The global potential for natural regeneration in deforested tropical regions,The global potential for natural regeneration in deforested tropical regions,1,1
Solomon Minyila,10.1093/wbro/lkae010,The Effect of Lead Exposure on Children’s Learning in the Developing World: A Meta-Analysis,The Effect of Lead Exposure on Children’s Learning in the…,1,1
Somaia Abdulrazzak,10.3386/w31208,Building Resilient Education Systems: Evidence from Large-Scale Randomized Trials in Five Countries,Building Resilient Education Systems,1,1
Song Xiaoming,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Songül Tolan,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Sonja Harken,10.1287/mnsc.2020.00596,Does Online Fundraising Increase Charitable Giving? A Nationwide Field Experiment on Facebook,Does Online Fundraising Increase Charitable Giving? A Nationwide Field Experimen…,1,1
Sonja Vogt,10.3386/w28726,Selecting the Most Effective Nudge: Evidence from a Large-Scale Experiment on Immunization,Selecting the Most Effective Nudge,1,1
Sophia Kazinnik,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Sophus zu Ermgassen,10.3386/w31137,Biodiversity Risk,Biodiversity Risk,1,1
Soufyane Ayanouz,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Spyridon Karageorgos,10.2139/ssrn.4154000,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts in the US,How Effective Is (More) Money? Randomizing Unconditional Cash Transfer Amounts…,1,1
Sreeja Jaiswal,10.3386/w23929,Effects of Emigration on Rural Labor Markets,Effects of Emigration on Rural Labor Markets,1,1
Srinivasan Kasinathan,10.21203/rs.3.rs-3235955/v1,The global potential for natural regeneration in deforested tropical regions,The global potential for natural regeneration in deforested tropical regions,1,1
Staša Milojević,10.3386/w26752,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,1,1
Stefan Brunnhuber,10.3386/w23928,Artificial Intelligence and Economic Growth,Artificial Intelligence and Economic Growth,1,1
Stefan Gaillard,10.3386/w26752,Stagnation and Scientific Incentives,Stagnation and Scientific Incentives,1,1
