research,criteria,publication_status,main_cause_cat,evaluator,anonymous,middle_rating,lower_ci,upper_ci,confidence_level,checked_against_source,notes_on_check_against_source,evaluator_comment,eval_weight_not_used_yet,cause_areas,journal_publication_title,publication_date_unjournal,row_created_date,.rowid,doi_key,arxiv_key,title_key,first_author,year_key,uj_map_key
The Returns to Science In the Presence of Technological Risks,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Innovation,meta-science,and research,Gregory Lewis,false,65,18,89,NA,NA,NA,NA,NA,Innovation,"meta-science, & research,WP,2025-01-20,1/2/2025 8:31:00 AM",592,NA,NA,NA,NA,NA,NA
The Returns to Science In the Presence of Technological Risks,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Innovation,meta-science,and research,Gregory Lewis,false,60,40,75,NA,NA,NA,NA,NA,Innovation,"meta-science, & research,WP,2025-01-20,1/2/2025 8:31:00 AM",593,NA,NA,NA,NA,NA,NA
The Returns to Science In the Presence of Technological Risks,overall,Working paper/mimeo; not published in a peer-reviewed journal,Innovation,meta-science,and research,Gregory Lewis,false,71,27,87,NA,NA,NA,NA,NA,Innovation,"meta-science, & research,WP,2025-01-20,1/2/2025 8:31:16 AM",594,NA,NA,NA,NA,NA,NA
Towards best practices in AGI safety and governance,overall,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 1,true,70,60,80,NA,false,NA,NA,NA,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:52:44 AM,595,NA,NA,NA,NA,NA,NA
Towards best practices in AGI safety and governance,claims,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 1,true,70,65,75,NA,false,NA,NA,NA,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:52:44 AM,596,NA,NA,NA,NA,NA,NA
Towards best practices in AGI safety and governance,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 1,true,80,75,85,NA,false,NA,NA,NA,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:52:44 AM,597,NA,NA,NA,NA,NA,NA
Towards best practices in AGI safety and governance,methods,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 1,true,70,65,75,NA,NA,NA,NA,NA,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:52:44 AM,598,NA,NA,NA,NA,NA,NA
Towards best practices in AGI safety and governance,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 1,true,85,80,90,NA,NA,NA,NA,NA,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:52:44 AM,599,NA,NA,NA,NA,NA,NA
Towards best practices in AGI safety and governance,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 1,true,65,50,80,NA,NA,NA,My rating here is based on the data and its use,not the study’s experimental design in the field,which (like many experiments) likely has many nuances in implementation.,NA,Emerging tech: social & economic impacts,"WP,2025-06-03,6/5/2025 11:52:44 AM",600,NA,NA,NA,NA,NA,NA
Towards best practices in AGI safety and governance,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 1,true,90,80,100,NA,NA,NA,NA,NA,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:52:44 AM,601,NA,NA,NA,NA,NA,NA
Towards best practices in AGI safety and governance,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 1,true,90,80,100,NA,NA,NA,NA,NA,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:52:44 AM,602,NA,NA,NA,NA,NA,NA
Towards best practices in AGI safety and governance,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 1,true,4,3.5,4.5,NA,NA,NA,NA,NA,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:52:44 AM,603,NA,NA,NA,NA,NA,NA
Towards best practices in AGI safety and governance,journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 1,true,3.5,3.1,4,NA,NA,NA,NA,NA,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:52:44 AM,604,NA,NA,NA,NA,NA,NA
Towards best practices in AGI safety and governance,overall,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 2,true,75,65,85,NA,false,NA,NA,NA,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:59:10 AM,605,NA,NA,NA,NA,NA,NA
Towards best practices in AGI safety and governance,claims,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 2,true,80,70,90,NA,false,NA,NA,NA,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:59:10 AM,606,NA,NA,NA,NA,NA,NA
Towards best practices in AGI safety and governance,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 2,true,70,60,80,NA,false,NA,NA,NA,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:59:10 AM,607,NA,NA,NA,NA,NA,NA
Towards best practices in AGI safety and governance,methods,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 2,true,70,60,80,NA,NA,NA,NA,NA,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:59:10 AM,608,NA,NA,NA,NA,NA,NA
Towards best practices in AGI safety and governance,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 2,true,80,70,90,NA,NA,NA,NA,NA,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:59:10 AM,609,NA,NA,NA,NA,NA,NA
Towards best practices in AGI safety and governance,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 2,true,80,70,90,NA,NA,NA,My rating here is based on the data and its use,not the study’s experimental design in the field,which (like many experiments) likely has many nuances in implementation.,NA,Emerging tech: social & economic impacts,"WP,2025-06-03,6/5/2025 11:59:10 AM",610,NA,NA,NA,NA,NA,NA
Towards best practices in AGI safety and governance,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 2,true,70,60,80,NA,NA,NA,NA,NA,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:59:10 AM,611,NA,NA,NA,NA,NA,NA
Towards best practices in AGI safety and governance,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 2,true,70,60,80,NA,NA,NA,NA,NA,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:59:10 AM,612,NA,NA,NA,NA,NA,NA
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,overall,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,83,93,100,NA,false,NA,NA,NA,Economic development & governance (LMICs),WP,2024-06-10,7/2/2024 11:03:35 AM,613,NA,NA,NA,NA,NA,NA
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,4.7,4,5.0,NA,false,NA,NA,NA,Economic development & governance (LMICs),WP,2024-06-10,7/2/2024 11:04:12 AM,614,NA,NA,NA,NA,NA,NA
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,93,70,100,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-06-10,7/9/2024 10:00:58 AM,615,NA,NA,NA,NA,NA,NA
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,methods,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,95,90,100,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-06-10,7/9/2024 10:01:21 AM,616,NA,NA,NA,NA,NA,NA
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,80,70,90,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-06-10,7/9/2024 10:01:22 AM,617,NA,NA,NA,NA,NA,NA
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,90,80,100,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-06-10,7/9/2024 10:02:27 AM,618,NA,NA,NA,NA,NA,NA
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,90,80,100,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-06-10,7/9/2024 10:02:43 AM,619,NA,NA,NA,NA,NA,NA
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,60,40,80,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-06-10,7/9/2024 10:02:52 AM,620,NA,NA,NA,NA,NA,NA
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,4.7,4,5.0,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-06-10,7/9/2024 10:03:03 AM,621,NA,NA,NA,NA,NA,NA
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,overall,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,85,65,95,NA,false,NA,NA,NA,Economic development & governance (LMICs),WP,2024-06-10,7/2/2024 11:04:15 AM,622,NA,NA,NA,NA,NA,NA
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,4,2.5,5.0,NA,false,NA,NA,NA,Economic development & governance (LMICs),WP,2024-06-10,7/2/2024 11:04:15 AM,623,NA,NA,NA,NA,NA,NA
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,85,65,95,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-06-10,7/9/2024 10:03:28 AM,624,NA,NA,NA,NA,NA,NA
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,methods,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,85,63,95,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-06-10,7/9/2024 10:07:45 AM,625,NA,NA,NA,NA,NA,NA
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,76,40,91,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-06-10,7/9/2024 10:08:08 AM,626,NA,NA,NA,NA,NA,NA
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,30,10,75,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-06-10,7/9/2024 10:08:29 AM,627,NA,NA,NA,NA,NA,NA
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,87,74,98,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-06-10,7/9/2024 10:08:46 AM,628,NA,NA,NA,NA,NA,NA
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,70,45,90,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-06-10,7/9/2024 10:09:46 AM,629,NA,NA,NA,NA,NA,NA
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,4,25,5.0,NA,NA,NA,NA,NA,Economic development & governance (LMICs),WP,2024-06-10,7/9/2024 10:10:18 AM,630,NA,NA,NA,NA,NA,NA
Urban Forests: Environmental Health Values and Risks,overall,R&R at ~top/decent journal,The Environment: Harm to human health,biodiversity,risks and climate change,Evaluator 1,true,60,45,90,NA,false,NA,NA,NA,Environment,"biodiversity, climate,Review of Economics and Statistics,2025-04-08,6/5/2025 11:19:32 AM",631,NA,NA,NA,NA,NA,NA
Urban Forests: Environmental Health Values and Risks,claims,R&R at ~top/decent journal,The Environment: Harm to human health,biodiversity,risks and climate change,Evaluator 1,true,45,40,50,NA,false,NA,NA,NA,Environment,"biodiversity, climate,Review of Economics and Statistics,2025-04-08,6/5/2025 11:24:54 AM",632,NA,NA,NA,NA,NA,NA
Urban Forests: Environmental Health Values and Risks,adv_knowledge,R&R at ~top/decent journal,The Environment: Harm to human health,biodiversity,risks and climate change,Evaluator 1,true,67,60,70,NA,false,NA,NA,NA,Environment,"biodiversity, climate,Review of Economics and Statistics,2025-04-08,6/5/2025 11:19:32 AM",633,NA,NA,NA,NA,NA,NA
Urban Forests: Environmental Health Values and Risks,methods,R&R at ~top/decent journal,The Environment: Harm to human health,biodiversity,risks and climate change,Evaluator 1,true,55,50,60,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,Review of Economics and Statistics,2025-04-08,6/5/2025 11:19:32 AM",634,NA,NA,NA,NA,NA,NA
Urban Forests: Environmental Health Values and Risks,logic_comms,R&R at ~top/decent journal,The Environment: Harm to human health,biodiversity,risks and climate change,Evaluator 1,true,51,50,55,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,Review of Economics and Statistics,2025-04-08,6/5/2025 11:19:32 AM",635,NA,NA,NA,NA,NA,NA
Urban Forests: Environmental Health Values and Risks,open_sci,R&R at ~top/decent journal,The Environment: Harm to human health,biodiversity,risks and climate change,Evaluator 1,true,50,85,95,NA,NA,NA,My rating here is based on the data and its use,not the study’s experimental design in the field,which (like many experiments) likely has many nuances in implementation.,",Environment, biodiversity, climate,Review of Economics and Statistics,2025-04-08,6/5/2025 11:19:32 AM",636,NA,NA,NA,NA,NA,NA
Urban Forests: Environmental Health Values and Risks,real_world,R&R at ~top/decent journal,The Environment: Harm to human health,biodiversity,risks and climate change,Evaluator 1,true,80,70,89,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,Review of Economics and Statistics,2025-04-08,6/5/2025 11:19:32 AM",637,NA,NA,NA,NA,NA,NA
Urban Forests: Environmental Health Values and Risks,gp_relevance,R&R at ~top/decent journal,The Environment: Harm to human health,biodiversity,risks and climate change,Evaluator 1,true,80,70,89,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,Review of Economics and Statistics,2025-04-08,6/5/2025 11:19:32 AM",638,NA,NA,NA,NA,NA,NA
Urban Forests: Environmental Health Values and Risks,merits_journal,R&R at ~top/decent journal,The Environment: Harm to human health,biodiversity,risks and climate change,Evaluator 1,true,4.2,3.5,4.9,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,Review of Economics and Statistics,2025-04-08,6/5/2025 11:19:32 AM",639,NA,NA,NA,NA,NA,NA
Urban Forests: Environmental Health Values and Risks,journal_predict,R&R at ~top/decent journal,The Environment: Harm to human health,biodiversity,risks and climate change,Evaluator 1,true,4.2,3.5,4.9,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,Review of Economics and Statistics,2025-04-08,6/5/2025 11:19:32 AM",640,NA,NA,NA,NA,NA,NA
Urban Forests: Environmental Health Values and Risks,overall,R&R at ~top/decent journal,The Environment: Harm to human health,biodiversity,risks and climate change,Evaluator 2,true,90,86,94,NA,false,NA,NA,NA,Environment,"biodiversity, climate,Review of Economics and Statistics,2025-04-08,6/5/2025 11:39:57 AM",641,NA,NA,NA,NA,NA,NA
Urban Forests: Environmental Health Values and Risks,claims,R&R at ~top/decent journal,The Environment: Harm to human health,biodiversity,risks and climate change,Evaluator 2,true,92,85,95,NA,false,NA,NA,NA,Environment,"biodiversity, climate,Review of Economics and Statistics,2025-04-08,6/5/2025 11:39:57 AM",642,NA,NA,NA,NA,NA,NA
Urban Forests: Environmental Health Values and Risks,adv_knowledge,R&R at ~top/decent journal,The Environment: Harm to human health,biodiversity,risks and climate change,Evaluator 2,true,88,82,94,NA,false,NA,NA,NA,Environment,"biodiversity, climate,Review of Economics and Statistics,2025-04-08,6/5/2025 11:39:57 AM",643,NA,NA,NA,NA,NA,NA
Urban Forests: Environmental Health Values and Risks,methods,R&R at ~top/decent journal,The Environment: Harm to human health,biodiversity,risks and climate change,Evaluator 2,true,92,88,96,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,Review of Economics and Statistics,2025-04-08,6/5/2025 11:39:57 AM",644,NA,NA,NA,NA,NA,NA
Urban Forests: Environmental Health Values and Risks,logic_comms,R&R at ~top/decent journal,The Environment: Harm to human health,biodiversity,risks and climate change,Evaluator 2,true,92,87,95,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,Review of Economics and Statistics,2025-04-08,6/5/2025 11:39:57 AM",645,NA,NA,NA,NA,NA,NA
Urban Forests: Environmental Health Values and Risks,open_sci,R&R at ~top/decent journal,The Environment: Harm to human health,biodiversity,risks and climate change,Evaluator 2,true,88,84,92,NA,NA,NA,My rating here is based on the data and its use,not the study’s experimental design in the field,which (like many experiments) likely has many nuances in implementation.,",Environment, biodiversity, climate,Review of Economics and Statistics,2025-04-08,6/5/2025 11:39:57 AM",646,NA,NA,NA,NA,NA,NA
Urban Forests: Environmental Health Values and Risks,real_world,R&R at ~top/decent journal,The Environment: Harm to human health,biodiversity,risks and climate change,Evaluator 2,true,88,80,92,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,Review of Economics and Statistics,2025-04-08,6/5/2025 11:39:57 AM",647,NA,NA,NA,NA,NA,NA
Urban Forests: Environmental Health Values and Risks,gp_relevance,R&R at ~top/decent journal,The Environment: Harm to human health,biodiversity,risks and climate change,Evaluator 2,true,88,80,92,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,Review of Economics and Statistics,2025-04-08,6/5/2025 11:39:57 AM",648,NA,NA,NA,NA,NA,NA
Urban Forests: Environmental Health Values and Risks,merits_journal,R&R at ~top/decent journal,The Environment: Harm to human health,biodiversity,risks and climate change,Evaluator 2,true,4.5,4.3,4.7,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,Review of Economics and Statistics,2025-04-08,6/5/2025 11:39:57 AM",649,NA,NA,NA,NA,NA,NA
Urban Forests: Environmental Health Values and Risks,journal_predict,R&R at ~top/decent journal,The Environment: Harm to human health,biodiversity,risks and climate change,Evaluator 2,true,4.4,4.2,4.6,NA,NA,NA,NA,NA,Environment,"biodiversity, climate,Review of Economics and Statistics,2025-04-08,6/5/2025 11:39:57 AM",650,NA,NA,NA,NA,NA,NA
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Masset and Waddington,false,80,70,90,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-09-09,8/15/2024 9:28:41 AM,651,NA,NA,NA,NA,NA,NA
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,methods,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Masset and Waddington,false,50,40,60,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-09-09,8/15/2024 9:30:09 AM,652,NA,NA,NA,NA,NA,NA
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Masset and Waddington,false,50,30,70,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-09-09,8/15/2024 9:30:17 AM,653,NA,NA,NA,NA,NA,NA
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Masset and Waddington,false,35,20,50,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-09-09,8/15/2024 9:30:17 AM,654,NA,NA,NA,NA,NA,NA
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Masset and Waddington,false,20,0,40,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-09-09,8/15/2024 9:30:21 AM,655,NA,NA,NA,NA,NA,NA
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Masset and Waddington,false,45,30,60,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-09-09,8/15/2024 9:30:21 AM,656,NA,NA,NA,NA,NA,NA
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Masset and Waddington,false,2.5,2,3.0,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-09-09,8/15/2024 9:30:21 AM,657,NA,NA,NA,NA,NA,NA
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Masset and Waddington,false,3.5,2,5.0,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-09-09,8/15/2024 9:30:21 AM,658,NA,NA,NA,NA,NA,NA
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,overall,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Masset and Waddington,false,50,40,60,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-09-09,8/15/2024 9:30:27 AM,659,NA,NA,NA,NA,NA,NA
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,65,45,85,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-09-09,8/15/2024 9:31:34 AM,660,NA,NA,NA,NA,NA,NA
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,methods,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,75,65,85,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-09-09,8/15/2024 9:31:34 AM,661,NA,NA,NA,NA,NA,NA
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,95,90,100,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-09-09,8/15/2024 9:31:34 AM,662,NA,NA,NA,NA,NA,NA
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,90,80,100,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-09-09,8/15/2024 9:31:34 AM,663,NA,NA,NA,NA,NA,NA
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,50,25,75,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-09-09,8/15/2024 9:31:34 AM,664,NA,NA,NA,NA,NA,NA
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,90,85,95,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-09-09,8/15/2024 9:31:34 AM,665,NA,NA,NA,NA,NA,NA
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,3.7,3.2,4.2,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-09-09,8/15/2024 9:31:34 AM,666,NA,NA,NA,NA,NA,NA
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,3.7,3.2,4.7,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-09-09,8/15/2024 9:31:34 AM,667,NA,NA,NA,NA,NA,NA
Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,overall,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anon. evaluation 2,true,85,75,95,NA,NA,NA,NA,NA,Global health (LMICs),WP,2024-09-09,8/15/2024 9:31:34 AM,668,NA,NA,NA,NA,NA,NA
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,adv_knowledge,Published,~top journal,Global health; “Health & well-being in low-income countries”,Anonymous_14,true,55,NA,NA,NA,false,NA,NA,NA,Global health (LMICs),The Economic Journal,"2023-08-25,6/7/2024 4:40:59 PM",669,NA,NA,NA,NA,NA,NA
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,methods,Published,~top journal,Global health; “Health & well-being in low-income countries”,Anonymous_14,true,55,NA,NA,NA,false,NA,NA,NA,Global health (LMICs),The Economic Journal,"2023-08-25,6/7/2024 4:40:59 PM",670,NA,NA,NA,NA,NA,NA
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,logic_comms,Published,~top journal,Global health; “Health & well-being in low-income countries”,Anonymous_14,true,70,NA,NA,NA,false,NA,NA,NA,Global health (LMICs),The Economic Journal,"2023-08-25,6/7/2024 4:40:59 PM",671,NA,NA,NA,NA,NA,NA
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,real_world,Published,~top journal,Global health; “Health & well-being in low-income countries”,Anonymous_14,true,55,NA,NA,NA,false,NA,NA,NA,Global health (LMICs),The Economic Journal,"2023-08-25,6/7/2024 4:40:59 PM",672,NA,NA,NA,NA,NA,NA
When Celebrities Speak: A Nationwide Twitter Experiment Promoting Vaccination In Indonesia,gp_relevance,Published,~top journal,Global health; “Health & well-being in low-income countries”,Anonymous_14,true,70,NA,NA,NA,false,NA,NA,NA,Global health (LMICs),The Economic Journal,"2023-08-25,6/7/2024 4:40:59 PM",673,NA,NA,NA,NA,NA,NA
