label_paper,label_paper_title,evaluator,criteria,middle_rating,lower_ci,upper_ci,rationale
Bruers 2021,The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,GPT-5,open_sci,30,20,45,"No preregistration, data, or code availability indicated. Survey instrument only partially reproduced. Outlier and winsorization choices are described but not fully auditable without materials. Replication would be approximate rather than exact."
Bruers 2021,The animal welfare cost of meat: evidence from a survey of hypothetical scenarios among Belgian consumers,GPT-5,gp_relevance,65,50,80,"Topic (animal welfare externalities, meat taxation, cross-externality trade-offs) is globally salient for policy and prioritization. Findings could inform debates (e.g., chicken vs beef). Generalizability is limited by the Belgian sample and hypothetical method, but practical relevance remains notable."
Buntaine et al. 2023,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,GPT-5,overall,86,82,90,Exceptional large-scale RCT with clear mechanisms and GE tests; claims are well supported and policy-relevant. Minor deductions for open-science limitations and context-specificity. Overall reflects the mean of component scores.
Buntaine et al. 2023,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,GPT-5,claims_evidence,92,86,97,"Main questions are explicit; evidence is strong: nationwide firm-level RCT, cross-randomized intensity, and appeal-level visibility experiment. Effects on violations, emissions, regulator behavior, and ambient SO2 triangulate. Alternative mechanisms probed and largely ruled out. External validity is the main caveat."
Buntaine et al. 2023,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,GPT-5,methods,90,83,95,"Well-justified design; preregistered; firm FE, province×day FE, appropriate clustering, event studies, alternative definitions, manipulation checks, and GE design. Appealing identification at scale. Some multiple-testing risk and a few appeal-level analyses are cross-sectional, but overall robustness is high."
Buntaine et al. 2023,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,GPT-5,adv_knowledge,90,82,95,First experimental evidence at national scale on citizen participation’s direct and indirect effects in environmental governance; identifies regulator responsiveness via social media visibility. Influential for political economy and policy design. Generalizability beyond China is uncertain but insights are substantial.
Buntaine et al. 2023,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,GPT-5,logic_comms,88,80,94,"Clear goals, concepts, and transparent reasoning. Results logically support conclusions; figures/tables align with narrative. Length and technical density may limit accessibility for some practitioners, but exposition is careful and accurate."
Buntaine et al. 2023,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,GPT-5,open_sci,72,60,84,"AEA RCT registry and detailed appendices/protocols. However, core administrative data are not fully public; code/materials availability is not fully clear, limiting turnkey replication. Documentation quality is good given constraints."
Buntaine et al. 2023,Does the Squeaky Wheel Get More Grease? The Direct and Indirect Effects of Citizen Participation on Environmental Governance in China,GPT-5,gp_relevance,86,76,92,"High relevance to environmental governance, accountability, and cost-effective compliance tools in LMICs. Actionable insights for regulators/NGOs. Institutional features (CEMS scale, Chinese social media) may limit direct transfer, but principles generalize well."
Carson et al. 2023,Choose Your Moments: [NIH] Peer Review and Scientific Risk Taking,GPT-5,overall,75,70,82,"Overall quality is strong: clear question, careful experimental design, robust analysis, and practical implications. Limits include stated-preference nature, modest response rate, and incomplete openness. The midpoint equals the mean of the six category midpoints; no single metric dominates decision relevance."
Carson et al. 2023,Choose Your Moments: [NIH] Peer Review and Scientific Risk Taking,GPT-5,claims_evidence,80,70,88,"Claims are clear and appropriately bounded: scientists value dissensus (variance), experts more so; bimodality not preferred; tighter budgets reduce tolerance; potential funding reversals. Evidence: two well-powered DCEs with NIH-funded scientists, randomized proposal proximity, multiple robustness checks, and application to external datasets. Main caveats: stated preferences not revealed behavior, selection/response bias, and no preregistration."
Carson et al. 2023,Choose Your Moments: [NIH] Peer Review and Scientific Risk Taking,GPT-5,methods,78,68,86,"Strong DCE design (BIBD), randomized expertise proximity, fixed effects, clustered SEs, multinomial and G-MNL robustness, and placebo/hover checks. Sensible modeling of score moments and heterogeneity. Limits: hypothetical choices, potential multiple-testing without formal adjustment, modest attention verification, and external validity to real funding outcomes."
Carson et al. 2023,Choose Your Moments: [NIH] Peer Review and Scientific Risk Taking,GPT-5,adv_knowledge,72,60,82,Provides quantitative evidence that variance (dissensus) contains valued information and that experts are more tolerant; budgets matter asymmetrically. Offers actionable insight for funding rules and tie-breaking. Contribution is meaningful but incremental within science-of-science literature; does not establish causal effects of alternative aggregation on scientific impact.
Carson et al. 2023,Choose Your Moments: [NIH] Peer Review and Scientific Risk Taking,GPT-5,logic_comms,85,78,92,"Well-structured and transparent. Clear exposition of NIH context, experimental design, estimation, robustness, and limits. Results logically follow from analyses; figures/tables support narrative. Claims are nuanced and consistent with evidence."
Carson et al. 2023,Choose Your Moments: [NIH] Peer Review and Scientific Risk Taking,GPT-5,open_sci,60,45,75,"Data appendix provided; methods described in detail. However, it is unclear if full de-identified data and code are publicly available; no preregistration noted. Replication appears feasible but not turnkey. Some constraints may stem from confidentiality of participants and prior datasets."
Carson et al. 2023,Choose Your Moments: [NIH] Peer Review and Scientific Risk Taking,GPT-5,gp_relevance,75,65,85,"High relevance for funders worldwide (NIH, NSF, philanthropies) considering reforms to peer-review aggregation. Offers practical guidance (use of variance, tie-breaking), with quantified potential reversals. Implementation requires piloting and context-specific validation; benefits span many research areas and countries."
Chuard et al. 2022,Economic vs. Epidemiological Approaches to Measuring the Human Capital Impacts of Infectious Disease Elimination,GPT-5,overall,74,67,81,"Overall quality is strong: clear questions, sound methods, careful comparisons, and policy-relevant conclusions. Main weaknesses are limited open-science practices and reliance on U.S. context with some measurement constraints. Score equals the mean of component midpoints."
Chuard et al. 2022,Economic vs. Epidemiological Approaches to Measuring the Human Capital Impacts of Infectious Disease Elimination,GPT-5,claims_evidence,80,72,88,"Research questions are explicit and the central claim—severity proxies outperform infection counts for long-run outcomes—is well supported. Predictive checks validate the epidemiological model for outbreaks; reduced-form estimates are robust and transparently contrasted. Limitations (age-missing case data, mortality as severity proxy) are acknowledged and evidence is characterized appropriately."
Chuard et al. 2022,Economic vs. Epidemiological Approaches to Measuring the Human Capital Impacts of Infectious Disease Elimination,GPT-5,methods,78,70,86,"Methodology is well-justified: SIR-based accounting with reporting-rate estimation, sensitivity analyses, and reduced-form designs with fixed effects and clustered SEs. Assumptions are reasonable and tested. Constraints include national (not state) vaccination rollout data, age-agnostic infection allocation, no preregistration, and limited multiple-testing adjustments."
Chuard et al. 2022,Economic vs. Epidemiological Approaches to Measuring the Human Capital Impacts of Infectious Disease Elimination,GPT-5,adv_knowledge,74,63,83,"The paper advances understanding by directly comparing epidemiological accounting with reduced-form approaches and highlighting disease severity’s importance for long-run human capital. It refines methodological guidance rather than introducing a new identification strategy; complements contemporaneous work (e.g., Atwood 2022) with clear implications for applied research."
Chuard et al. 2022,Economic vs. Epidemiological Approaches to Measuring the Human Capital Impacts of Infectious Disease Elimination,GPT-5,logic_comms,85,77,92,Argumentation is clear and coherent; assumptions and steps are explicit; validations and robustness checks are logically tied to claims. Narrative is easy to follow and conclusions remain aligned with presented evidence. Presentation quality is high.
Chuard et al. 2022,Economic vs. Epidemiological Approaches to Measuring the Human Capital Impacts of Infectious Disease Elimination,GPT-5,open_sci,55,40,67,"Uses publicly available datasets, but there is no explicit replication package or code release noted. Methods are described sufficiently for careful replication, yet effort would be nontrivial. Data provenance is clear; reusable outputs (e.g., cohort infection shares) are not evidently shared."
Chuard et al. 2022,Economic vs. Epidemiological Approaches to Measuring the Human Capital Impacts of Infectious Disease Elimination,GPT-5,gp_relevance,70,60,80,"Highly relevant to vaccination policy and prioritization; emphasizes benefits where disease severity is high, aligning with LMIC priorities. However, empirical evidence is U.S.-based and lacks explicit cost-effectiveness metrics, limiting immediate operational applicability across settings."
Clancy 2024,The Returns to Science In the Presence of Technological Risks,GPT-5,overall,76,68,84,Arithmetic mean of the six category midpoints. Strong global relevance and careful modeling are offset by reliance on subjective forecasts and uncertain open-science practices.
Clancy 2024,The Returns to Science In the Presence of Technological Risks,GPT-5,claims_evidence,75,60,85,"Two clear core questions, transparent quantitative model integrating income and health, and use of historical growth evidence plus forecast data. Evidence strength hinges on elicited forecasts and normative choices; limited empirical validation. Uncertainty and break-even conditions are characterized well."
Clancy 2024,The Returns to Science In the Presence of Technological Risks,GPT-5,methods,78,65,88,"Coherent expected-utility framework with explicit parameters and extensive sensitivity analyses (timing of perils, extinction, risk-reducing science, race-to-safety). Assumptions are stated and explored. No preregistration; parameters partly speculative; robustness to alternative utility/discounting only partly addressed."
Clancy 2024,The Returns to Science In the Presence of Technological Risks,GPT-5,adv_knowledge,82,70,92,Quantifies the science-versus-risk tradeoff and offers decision thresholds; integrates metascience and biosecurity insights. Likely to inform funders and prioritization and moves discourse beyond qualitative debate.
Clancy 2024,The Returns to Science In the Presence of Technological Risks,GPT-5,logic_comms,80,70,90,Clear structure and goals; explicit assumptions and logical steps; conclusions match model outputs; decision-relevant thresholds communicated. Some risk of overreliance on forecast-driven results.
Clancy 2024,The Returns to Science In the Presence of Technological Risks,GPT-5,open_sci,55,35,75,Uses public forecast data and is transparent about parameters. Unclear if full replication package/code is released; no preregistration; reproduction may require bespoke implementation.
Clancy 2024,The Returns to Science In the Presence of Technological Risks,GPT-5,gp_relevance,88,78,95,"Directly addresses high-stakes global priorities (returns to science, biosecurity, existential risk). Provides policy-relevant thresholds and comparative ROI useful to decision-makers and metascience strategy."
Crawfurd et al. 2023,How Much Would Reducing Lead Exposure Improve Childrens Learning in the Developing World?,GPT-5,overall,80,72,88,"Overall reflects strong, policy-relevant synthesis with careful methods and transparent caveats, offset by reliance on observational studies and unclear openness. Score equals the rounded mean of component midpoints."
Crawfurd et al. 2023,How Much Would Reducing Lead Exposure Improve Childrens Learning in the Developing World?,GPT-5,claims_evidence,80,70,88,"Clear central question; main quantitative claims are anchored in a systematic review/meta-analysis with publication-bias adjustments. Authors explicitly note non-experimental limits, explore unobserved confounding, and triangulate with natural experiments. Claims about learning-gap share and policy impacts are cautious and quantified."
Crawfurd et al. 2023,How Much Would Reducing Lead Exposure Improve Childrens Learning in the Developing World?,GPT-5,methods,78,68,86,"Appropriate meta-analytic approach: structured search, harmonization, re-expression of coefficients, random-effects/meta-regression, publication-bias adjustments, and sensitivity to unobserved confounding. Limitations remain: observational base, potential residual confounding, heterogeneity, and small natural experiment set; preregistration/multiplicity controls unclear."
Crawfurd et al. 2023,How Much Would Reducing Lead Exposure Improve Childrens Learning in the Developing World?,GPT-5,adv_knowledge,83,74,91,"Provides an updated LMIC-focused effect size, reconciles heterogeneous literature, and quantifies contribution to global learning gaps. Offers decision-relevant elasticities and simulations useful to funders and policymakers. Adds nuanced comparisons to prior reviews and highlights priority populations for targeted interventions."
Crawfurd et al. 2023,How Much Would Reducing Lead Exposure Improve Childrens Learning in the Developing World?,GPT-5,logic_comms,82,72,90,Objectives and assumptions are explicit; reasoning is transparent with clear derivations for re-scaling and bias adjustments. Narrative links evidence to conclusions and policy simulations. Writing and structure facilitate understanding; conclusions align with presented evidence and caveats.
Crawfurd et al. 2023,How Much Would Reducing Lead Exposure Improve Childrens Learning in the Developing World?,GPT-5,open_sci,65,40,85,"Methods and data sources are described, but availability of full extraction datasets, analysis code, and preregistration is unclear from the provided text. Replicability likely feasible if materials are shared; uncertainty warrants a wide interval."
Crawfurd et al. 2023,How Much Would Reducing Lead Exposure Improve Childrens Learning in the Developing World?,GPT-5,gp_relevance,90,82,96,"Topic is highly salient for LMIC health and education. Estimates directly inform regulation, remediation, and clinical/policy prioritization. Communication of magnitudes (SD gains) is actionable for decision-makers; simulations map to real interventions and target populations."
Epperson and Gerster 2024,Willful Ignorance and Moral Behavior,GPT-5,overall,77,70,84,"Strong causal design combining lab and field shows short-term, sizable effects and decay; clear heterogeneity. Some limits: student sample, small N (COVID), outcome restricted to canteen purchases, privacy-restricted data. Overall score reflects balanced strength across criteria."
Epperson and Gerster 2024,Willful Ignorance and Moral Behavior,GPT-5,claims_evidence,82,72,90,"Main questions are explicit; claims align with evidence. Causal identification via randomized price/WTP with IPW is persuasive; lab–field replication strong. Exploratory mechanisms are labeled as such. Limits: narrow population, context-specific video, outcomes exclude off-canteen consumption."
Epperson and Gerster 2024,Willful Ignorance and Moral Behavior,GPT-5,methods,79,70,86,"Innovative use of incentivized WTP to randomize exposure; IPW with known propensities; preregistration; robustness checks and placebo windows. Reasonable assumptions. Constraints: reduced sample, possible meal misclassification, limited external validity, potential residual confounds in field behavior."
Epperson and Gerster 2024,Willful Ignorance and Moral Behavior,GPT-5,adv_knowledge,77,65,85,"Provides rare field-based causal evidence on willful ignorance’s behavioral consequences and decay; clarifies heterogeneity (avoiders vs seekers); informs intervention design and cost-effectiveness. Contributions are meaningful but bounded by domain, sample, and short-lived effects."
Epperson and Gerster 2024,Willful Ignorance and Moral Behavior,GPT-5,logic_comms,84,76,92,"Clear writing, transparent logic, well-defined constructs, and thorough appendices. Figures and tables support arguments; limitations discussed. Minor complexity (bin pooling, multiple windows) could be streamlined further."
Epperson and Gerster 2024,Willful Ignorance and Moral Behavior,GPT-5,open_sci,73,62,84,"Pre-registered (AEARCTR), IRB-approved, detailed materials and appendices; VR content public. Likely data-sharing limits due to privacy; code availability not clearly stated. Replication feasible in principle with access to canteen data."
Epperson and Gerster 2024,Willful Ignorance and Moral Behavior,GPT-5,gp_relevance,68,55,78,"Relevant to animal welfare, climate, and design of information campaigns broadly. Practical insight: target avoiders; expect decay. External validity beyond students and meat context uncertain; effects short-lived and cost-effectiveness modest."
Fangwa et al. 2023,The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,GPT-5,overall,81,76,87,"Overall quality is strong: a randomized program with careful analysis, clear writing, and high policy relevance. Limits include partial generalizability, inability to unbundle components, and moderate openness. The score is the rounded mean of the six category midpoints."
Fangwa et al. 2023,The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,GPT-5,claims_evidence,84,75,90,"Clear questions and claims; evidence aligns well. Randomized assignment within PDSS plus DiD/event-study supports causal claims for the bundle. Auxiliary outside-group analyses are correlational and presented cautiously. Authors appropriately note context limits and mechanisms inferred via interviews and quality-scores, not experimental decomposition."
Fangwa et al. 2023,The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,GPT-5,methods,86,78,92,"Strong design: randomized assignment, DiD with unit and time FE, event-time plots, block-bootstrapped SEs, multiple-testing adjustments, WLS for ratios, and contamination checks. Heterogeneity and mechanism probes add credibility. Limitations: no preregistration, imperfect ability to separate components, and non-causal matched comparisons."
Fangwa et al. 2023,The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,GPT-5,adv_knowledge,80,70,88,"Advances governance/PBF literature by demonstrating complementarities of incentives with auditing and feedback in LMIC non-profits, with sizable efficiency and mortality effects. Offers practical insight on funding vs governance. Generalizability and inability to isolate components temper the contribution."
Fangwa et al. 2023,The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,GPT-5,logic_comms,85,78,92,"Well-structured and transparent. Assumptions, context, design, and equations are clearly explained; results are linked to claims with appropriate caveats. Good discussion of alternative explanations and limitations. Minor complexity remains around mechanism inference."
Fangwa et al. 2023,The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,GPT-5,open_sci,62,45,75,"Methods are described in detail and a data appendix exists, but underlying administrative data/interview data are likely restricted; replication materials and preregistration are not clearly provided. Transparency is reasonable; full reproducibility appears limited."
Fangwa et al. 2023,The Governance Of Non-Profits And Their Social Impact: Evidence From A Randomized Program In Healthcare In DRC,GPT-5,gp_relevance,90,85,97,"Highly relevant to LMIC health systems, donors, and ministries. Addresses SDG-aligned outcomes with actionable insights (governance plus A&F). Policy implications are clear; effects on mortality and efficiency are quantified. Findings are timely and decision-useful."
Haushofer et al. 2020,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,GPT-5,overall,86,80,91,"High-quality, policy-relevant multi-arm RCT with strong design and careful inference. Cash effects are robust; PM+ nulls are well-characterized. Communication is excellent. Open-science practices are good (pre-registration) but data/code availability is unclear, slightly lowering the aggregate. Overall equals mean of category midpoints."
Haushofer et al. 2020,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,GPT-5,claims_evidence,88,78,94,"Clear questions; multi-arm randomized design targets them directly. Evidence is strong for cash, null for PM+, and authors characterize findings cautiously. They probe alternative explanations (power, demand, timing) and add Bayesian framing for nulls. Some reliance on self-reports remains, though mitigated by envelope/smiley tasks."
Haushofer et al. 2020,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,GPT-5,methods,90,80,95,"Large, pre-registered cluster RCT with ANCOVA, stratification, spillover arms, FDR correction, power analysis, heterogeneity, timing analyses, and demand-effect test. Low attrition and good balance. Minor limitations: reliance on self-reports, no very-short-run endline, and many outcomes increase multiple-testing burden."
Haushofer et al. 2020,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,GPT-5,adv_knowledge,87,80,93,"Head-to-head test of cash vs. psychotherapy at 1-year horizon in LMICs fills a key gap; robust cash effects, well-evidenced nulls for PM+, and cost comparisons inform prioritization. Provides thresholds for PM+ cost-effectiveness and insights on transfer frequency. Valuable for research and practice."
Haushofer et al. 2020,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,GPT-5,logic_comms,88,80,95,Argumentation is clear and transparent; assumptions and limitations are explicit. Results are tied carefully to claims; visuals and structure aid comprehension. Discussion thoughtfully situates findings within literature and policy without overreach.
Haushofer et al. 2020,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,GPT-5,open_sci,74,60,85,"Strong pre-registration and detailed methods enhance reproducibility; data integrity checks are documented. However, availability of analysis code and de-identified data is not clearly stated, limiting full reproducibility. Appendices are useful, suggesting above-median but not top-tier openness."
Haushofer et al. 2020,The Comparative Impact of Cash Transfers and a Psychotherapy Program on Psychological and Economic Well-being,GPT-5,gp_relevance,90,82,97,"Directly relevant to global poverty and mental health policy. Quantifies economic and psychological impacts and compares costs, offering actionable insights for donors and implementers in LMICs. Findings are readily interpretable for policymakers."
Hill et al. 2024,Adaptability and the Pivot Penalty in Science,GPT-5,overall,83,75,90,"Default equals mean of category midpoints. Strong large-scale, multi-domain evidence with clear framing and policy relevance. Main caveats are causality limits (citation-based impact, selection into pivots), possible construct validity issues in the pivot metric, and unknowns about code/data release. Nonetheless, findings appear robust and consequential."
Hill et al. 2024,Adaptability and the Pivot Penalty in Science,GPT-5,claims_evidence,83,74,90,"Claims are clear (pervasive, growing pivot penalty; weak outsider advantage). Evidence spans millions of papers/patents, cross-fields, and event studies (COVID, push shocks). Strength stems from within-author analyses and broad consistency. Limits: impact proxied by citations, residual confounding/selection, and strong language (“nearly universal”) may outpace causal identification."
Hill et al. 2024,Adaptability and the Pivot Penalty in Science,GPT-5,methods,85,76,92,"Pivot metric (1−cosine similarity of reference-journal or CPC distributions) is reasonable and scalable; within-person comparisons and multiple contexts bolster robustness. Likely extensive sensitivity checks. Remaining risks: measurement error in topic distance, audience/reputation channels, field/time normalization of citations, and potential multiple-testing concerns across many cuts."
Hill et al. 2024,Adaptability and the Pivot Penalty in Science,GPT-5,adv_knowledge,88,80,95,"Introduces a generalizable pivot measure and documents a large, growing penalty across science and technology, challenging common outsider/novelty narratives. Integrates shocks (COVID) to probe adaptability. Offers actionable implications for careers, funding, and organizational strategy. High incremental value to science-of-science and innovation policy."
Hill et al. 2024,Adaptability and the Pivot Penalty in Science,GPT-5,logic_comms,87,78,94,"Goals and constructs are well defined; reasoning is transparent; metric and intuition are clearly laid out. Narrative links evidence to claims coherently, with appropriate caveats noted. Minor risk of occasional overgeneralization and the usual complexity of field/period controls that can be hard to follow without appendices."
Hill et al. 2024,Adaptability and the Pivot Penalty in Science,GPT-5,open_sci,70,55,82,"Scale suggests reproducible pipelines; patents/Dimensions are accessible, though Dimensions is partly restricted. Code/data availability is uncertain from the excerpt; likely partial release (common in this group), but full replication may require licensed data. Clarity of methods appears good; full computational reproducibility depends on shared code and documentation."
Hill et al. 2024,Adaptability and the Pivot Penalty in Science,GPT-5,gp_relevance,86,77,93,"Directly relevant to policy on funding, crisis response (COVID case), and strategic specialization vs exploration across domains (health, climate, tech). Offers quantified, general patterns; less direct on cost-effectiveness or implementation playbooks, but highly informative for portfolio and talent management at agencies and institutions."
Jack et al. 2022,Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,GPT-5,overall,86,80,92,"Strong RCT with clear, policy-relevant findings; robust evidence using both administrative monitoring and remote sensing; thoughtful cost-effectiveness. Some methodological caveats (self-initiated monitoring, RS labeling/training asymmetries, endline attrition) temper confidence slightly. Overall reflects mean of component scores."
Jack et al. 2022,Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,GPT-5,claims_evidence,87,80,93,"Main questions are clear; claims tightly tied to experimental evidence. Consistent treatment effects across compliance and satellite-based outcomes; cost-effectiveness contextualized. Authors accurately characterize limitations (threshold sensitivity, potential inframarginality, monitoring reliance). Some reliance on treatment-group labels for RS negatives and self-requested verification modestly weakens evidentiary strength."
Jack et al. 2022,Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,GPT-5,methods,85,78,91,"Clustered RCT with stratification; pre-analysis plan; appropriate inference (clustering, Lee bounds); well-motivated ML remote sensing with validation. Credible cost-effectiveness setup. Limitations: farmer-initiated monitoring may induce selection; RS model uses negatives from treatment only; heterogeneity analyses underpowered; some design features (caps, timing) constrain external validity."
Jack et al. 2022,Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,GPT-5,adv_knowledge,90,84,96,"Novel, policy-relevant test of PES contract timing for pollution abatement; first rigorous comparison for crop-residue burning. Demonstrates that partial upfront payments can outperform standard PES, informing contract design in LMICs. Provides actionable magnitudes for additionality and costs, advancing both PES and air-pollution control literatures."
Jack et al. 2022,Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,GPT-5,logic_comms,88,82,93,"Clear motivation, transparent reasoning, and consistent linkage between hypotheses, design, and results. Assumptions and tradeoffs (RS thresholds, compliance definition) are explicit. Presentation is careful; minor complexity around RS thresholding could challenge some readers but is handled responsibly."
Jack et al. 2022,Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,GPT-5,open_sci,72,60,85,"AEARCTR preregistration; clear methods; appendices detail RS model and protocols. As a working paper, public code/data availability is unclear; RS inputs partly proprietary (Planet), limiting full replication. Likely reproducible with provided descriptions, but not yet exemplary on data/code release."
Jack et al. 2022,Money (Not) to Burn: Payments for Ecosystem Services to Reduce Crop Residue Burning,GPT-5,gp_relevance,95,90,99,"Addresses a major health and environmental externality in India with global analogs. Estimates substantial cost-effectiveness relative to alternatives (e.g., scrubbers). Findings are directly actionable for policymakers and implementers; scalability considerations are discussed. High practical importance for climate and air-quality policy."
Kremer et al. 2020,Advance Market Commitments: Insights from Theory and Experience,GPT-5,overall,69,62,76,Arithmetic mean of sub-scores. Strong clarity and exceptional global relevance are offset by modest methodological depth and limited open-science artifacts for a short P&P piece.
Kremer et al. 2020,Advance Market Commitments: Insights from Theory and Experience,GPT-5,claims_evidence,68,55,80,"Questions and claims are clear; evidence blends theory, program facts, and suggestive comparisons. Authors are candid about counterfactual uncertainty and avoid over-claiming. Limited causal identification and reliance on external estimates constrain strength."
Kremer et al. 2020,Advance Market Commitments: Insights from Theory and Experience,GPT-5,methods,55,40,68,Sound theoretical framing (holdup/capacity) and reasonable assumptions for design questions. Empirical content is descriptive; no preregistration or robustness checks. Appropriate for a synthesis note but not a rigorous causal study.
Kremer et al. 2020,Advance Market Commitments: Insights from Theory and Experience,GPT-5,adv_knowledge,65,55,78,"Useful synthesis of AMC theory with practical design insights (capacity-linked subsidies, asymmetric loss). Incremental relative to prior work and pilot documentation, but policy-relevant and informative for future AMCs."
Kremer et al. 2020,Advance Market Commitments: Insights from Theory and Experience,GPT-5,logic_comms,85,78,95,"Clear, tightly argued, and well-caveated. Assumptions explicit; conclusions align with presented evidence. Accessible to policymakers; coherent link from theory to design and experience."
Kremer et al. 2020,Advance Market Commitments: Insights from Theory and Experience,GPT-5,open_sci,50,30,62,"Cites public sources and provides clear factual references, but no new data or code; limited reusable materials. Replicability needs are modest given the format, yet transparency could be stronger."
Kremer et al. 2020,Advance Market Commitments: Insights from Theory and Experience,GPT-5,gp_relevance,90,82,98,Directly addresses high-priority global health policy with concrete implications for lifesaving interventions and procurement design. Actionable insights for donors and governments; high practical usefulness.
Kremer et al. 2022,Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,GPT-5,overall,87,82,92,"Arithmetic mean of other six midpoints. Strong, policy-relevant synthesis with robust analyses and clear conclusions; slight deductions for data/code availability and residual uncertainties about heterogeneity and moderators."
Kremer et al. 2022,Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,GPT-5,claims_evidence,88,80,95,Clear primary claim (water treatment reduces U5 mortality) supported by pooled RCT evidence; both frequentist and Bayesian estimates; extensive sensitivity checks; publication-bias tests; predictive effects for new settings; conservative alternative model discussed. Claims are proportionate and limitations explicit.
Kremer et al. 2022,Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,GPT-5,methods,86,78,92,"Pre-registered PRISMA review; appropriate rare-event handling; random-effects and Bayesian models; clustering accounted for; meta-regression; broad sensitivity analyses. Constraints: limited power for moderators, reliance on some non-public author data, and unavoidable heterogeneity. OR choice reasonable; RR explored indirectly."
Kremer et al. 2022,Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,GPT-5,adv_knowledge,92,85,98,"Delivers credible pooled RCT estimate of mortality effects long missing in WASH, shifting focus from diarrhea proxies to mortality. Coupled with careful cost-effectiveness across delivery models, it substantially affects prioritization and funding decisions."
Kremer et al. 2022,Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,GPT-5,logic_comms,87,80,94,"Well-structured argument; assumptions, models, and limitations are explicit; figures/tables align with narrative; predictive vs mean effects clearly distinguished; policy implications clearly communicated. Some density typical of a working paper."
Kremer et al. 2022,Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,GPT-5,open_sci,74,60,85,"AEA registration and PRISMA compliance; substantial supplementary detail. However, full analysis code and harmonized datasets do not appear publicly archived; several inputs are author-provided and not easily reusable, limiting turnkey replication."
Kremer et al. 2022,Water Treatment and Child Mortality: A Meta-analysis and Cost-effectiveness Analysis,GPT-5,gp_relevance,95,90,99,"Directly targets a major global health burden with scalable interventions; provides DALY and net-benefit estimates, thresholds, and delivery options (dispensers, inline, MCH). Highly actionable for LMIC policymakers and funders."
Kubo et al. 2023,Banning wildlife trade can boost demand for unregulated threatened species,GPT-5,overall,69,60,78,"Overall reflects solid quasi-experimental design and policy relevance, tempered by measurement limits (online auctions only), short post-period, and partially ad hoc substitute selection. Set to the rounded mean of other categories."
Kubo et al. 2023,Banning wildlife trade can boost demand for unregulated threatened species,GPT-5,claims_evidence,68,58,78,"Clear main claim; SDID on 10-year panel with sensitivity/placebo tests supports positive spillovers. Evidence limited by single-year post period, reliance on one platform, imperfect substitutability assignment, and incomplete species identification among controls. Price effects not causally estimated."
Kubo et al. 2023,Banning wildlife trade can boost demand for unregulated threatened species,GPT-5,methods,70,60,80,"Appropriate use of SDID with seasonality controls and announcement-period exclusion; robustness and placebo checks add credibility. Risks: short post window, measurement error from NLP classification, potential residual confounding, and no multiple-testing adjustment across taxa."
