research,criteria,publication_status,main_cause_cat,evaluator,Anonymous,middle_rating,lower_CI,upper_CI,confidence_level,checked_against_source,notes on check against source,evaluator_comment,eval_weight (not used yet),cause areas,Journal publication title,publication_date_unjournal,row_created_date
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anon. evaluator 1,true,4,3.5,4.5,,,,,,Global health (LMICs),WP,2024-06-10,7/9/2024 10:14:23 AM
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",overall,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anon. evaluator 2 1,true,92,81,100,,false,,,,Global health (LMICs),WP,2024-06-10,7/2/2024 11:00:22 AM
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anon. evaluator 2 1,true,4.7,4.4,5.0,,false,,,,Global health (LMICs),WP,2024-06-10,7/2/2024 11:00:22 AM
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anon. evaluator 2 1,true,90,80,100,,,,,,Global health (LMICs),WP,2024-06-10,7/9/2024 10:15:04 AM
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",methods,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anon. evaluator 2 1,true,90,83,97,,,,,,Global health (LMICs),WP,2024-06-10,7/9/2024 10:15:07 AM
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anon. evaluator 2 1,true,79,69,89,,,,,,Global health (LMICs),WP,2024-06-10,7/9/2024 10:15:10 AM
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",real_world,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anon. evaluator 2 1,true,86,79,93,,,,,,Global health (LMICs),WP,2024-06-10,7/9/2024 10:15:12 AM
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anon. evaluator 2 1,true,92,82,100,,,,,,Global health (LMICs),WP,2024-06-10,7/9/2024 10:15:14 AM
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anon. evaluator 2 1,true,88,82,95,,,,,,Global health (LMICs),WP,2024-06-10,7/9/2024 10:15:16 AM
"The Long-Run Effects of Psychotherapy on Depression, Beliefs, and Economic Outcomes",journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Global health; “Health & well-being in low-income countries”,Anon. evaluator 2 1,true,4.6,4.1,5.0,,,,,,Global health (LMICs),WP,2024-06-10,7/9/2024 10:15:22 AM
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature ",overall,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 1,true,85,80,90,,false,,,,,WP,2025-01-10,2/17/2025 11:19:28 AM
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature ",claims,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 1,true,85,75,95,,false,,,,,WP,2025-01-10,2/17/2025 11:26:12 AM
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature ",adv_knowledge,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 1,true,90,89,91,,false,,,,,WP,2025-01-10,2/17/2025 11:19:28 AM
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature ",methods,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 1,true,80,70,90,,,,,,,WP,2025-01-10,2/17/2025 11:19:28 AM
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature ",logic_comms,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 1,true,85,75,95,,,,,,,WP,2025-01-10,2/17/2025 11:19:28 AM
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature ",open_sci,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 1,true,25,10,40,,,,,,,WP,2025-01-10,2/17/2025 11:19:28 AM
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature ",real_world,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 1,true,85,80,90,,,,,,,WP,2025-01-10,2/17/2025 11:19:28 AM
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature ",gp_relevance,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 1,true,85,80,90,,,,,,,WP,2025-01-10,2/17/2025 11:19:28 AM
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature ",merits_journal,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 1,true,4.5,4,5.0,,,,,,,WP,2025-01-10,2/17/2025 11:30:19 AM
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature ",journal_predict,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 1,true,4.5,4,5.0,,,,,,,WP,2025-01-10,2/17/2025 11:19:28 AM
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature ",overall,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 2,true,90,80,100,,false,,,,,WP,2025-01-10,2/17/2025 11:31:38 AM
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature ",claims,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 2,true,92,85,100,,false,,,,,WP,2025-01-10,2/17/2025 11:31:38 AM
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature ",adv_knowledge,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 2,true,98,95,100,,false,,,,,WP,2025-01-10,2/17/2025 11:31:38 AM
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature ",methods,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 2,true,88,75,100,,,,,,,WP,2025-01-10,2/17/2025 11:31:38 AM
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature ",logic_comms,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 2,true,100,100,100,,,,,,,WP,2025-01-10,2/17/2025 11:31:38 AM
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature ",open_sci,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 2,true,100,100,100,,,,,,,WP,2025-01-10,2/17/2025 11:31:38 AM
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature ",real_world,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 2,true,95,90,100,,,,,,,WP,2025-01-10,2/17/2025 11:31:38 AM
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature ",gp_relevance,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 2,true,95,90,100,,,,,,,WP,2025-01-10,2/17/2025 11:31:38 AM
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature ",merits_journal,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 2,true,4.7,4.5,5.0,,,,,,,WP,2025-01-10,2/17/2025 11:31:38 AM
"The Macroeconomic Impact of Climate Change: Global vs. Local Temperature ",journal_predict,Revise and resubmit,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 2,true,4.7,4.5,5.0,,,,,,,WP,2025-01-10,2/17/2025 11:31:38 AM
The Returns to Science In the Presence of Technological Risks,claims,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",Mike Hinge,false,85,70,90,,,,,,"Innovation, meta-science, & research",WP,2025-01-20,1/2/2025 8:20:58 AM
The Returns to Science In the Presence of Technological Risks,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",Mike Hinge,false,75,65,85,,,,,,"Innovation, meta-science, & research",WP,2025-01-20,1/2/2025 8:24:11 AM
The Returns to Science In the Presence of Technological Risks,methods,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",Mike Hinge,false,75,65,85,,,,,,"Innovation, meta-science, & research",WP,2025-01-20,1/2/2025 8:20:58 AM
The Returns to Science In the Presence of Technological Risks,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",Mike Hinge,false,85,70,90,,,,,,"Innovation, meta-science, & research",WP,2025-01-20,1/2/2025 8:20:58 AM
The Returns to Science In the Presence of Technological Risks,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",Mike Hinge,false,90,80,95,,,,,,"Innovation, meta-science, & research",WP,2025-01-20,1/2/2025 8:20:58 AM
The Returns to Science In the Presence of Technological Risks,real_world,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",Mike Hinge,false,75,65,83,,,,,,"Innovation, meta-science, & research",WP,2025-01-20,1/2/2025 8:20:58 AM
The Returns to Science In the Presence of Technological Risks,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",Mike Hinge,false,75,65,83,,,,,,"Innovation, meta-science, & research",WP,2025-01-20,1/2/2025 8:20:58 AM
The Returns to Science In the Presence of Technological Risks,overall,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",Mike Hinge,false,80,60,88,,,,,,"Innovation, meta-science, & research",WP,2025-01-20,1/2/2025 8:20:58 AM
The Returns to Science In the Presence of Technological Risks,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",Yassin Alaya,false,65,30,100,,,,,,"Innovation, meta-science, & research",WP,2025-01-20,1/2/2025 8:28:05 AM
The Returns to Science In the Presence of Technological Risks,methods,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",Yassin Alaya,false,60,45,75,,,,,,"Innovation, meta-science, & research",WP,2025-01-20,1/2/2025 8:28:05 AM
The Returns to Science In the Presence of Technological Risks,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",Yassin Alaya,false,50,30,70,,,,,,"Innovation, meta-science, & research",WP,2025-01-20,1/2/2025 8:28:05 AM
The Returns to Science In the Presence of Technological Risks,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",Yassin Alaya,false,60,35,85,,,,,,"Innovation, meta-science, & research",WP,2025-01-20,1/2/2025 8:28:05 AM
The Returns to Science In the Presence of Technological Risks,real_world,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",Yassin Alaya,false,70,50,90,,,,,,"Innovation, meta-science, & research",WP,2025-01-20,1/2/2025 8:28:05 AM
The Returns to Science In the Presence of Technological Risks,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",Yassin Alaya,false,90,80,100,,,,,,"Innovation, meta-science, & research",WP,2025-01-20,1/2/2025 8:28:05 AM
The Returns to Science In the Presence of Technological Risks,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",Yassin Alaya,false,4.5,3,5.0,,,,,,"Innovation, meta-science, & research",WP,2025-01-20,1/2/2025 8:28:05 AM
The Returns to Science In the Presence of Technological Risks,journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",Yassin Alaya,false,2,0,4.0,,,,,,"Innovation, meta-science, & research",WP,2025-01-20,1/2/2025 8:28:05 AM
The Returns to Science In the Presence of Technological Risks,claims,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",Gregory Lewis,false,79,16,90,,,,,,"Innovation, meta-science, & research",WP,2025-01-20,1/2/2025 8:31:00 AM
The Returns to Science In the Presence of Technological Risks,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",Gregory Lewis,false,81,56,96,,,,,,"Innovation, meta-science, & research",WP,2025-01-20,1/2/2025 8:31:06 AM
The Returns to Science In the Presence of Technological Risks,methods,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",Gregory Lewis,false,75,88,33,,,,,,"Innovation, meta-science, & research",WP,2025-01-20,1/2/2025 8:31:00 AM
The Returns to Science In the Presence of Technological Risks,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",Gregory Lewis,false,88,64,95,,,,,,"Innovation, meta-science, & research",WP,2025-01-20,1/2/2025 8:31:00 AM
The Returns to Science In the Presence of Technological Risks,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",Gregory Lewis,false,89,76,99,,,,,,"Innovation, meta-science, & research",WP,2025-01-20,1/2/2025 8:31:00 AM
The Returns to Science In the Presence of Technological Risks,real_world,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",Gregory Lewis,false,65,18,89,,,,,,"Innovation, meta-science, & research",WP,2025-01-20,1/2/2025 8:31:00 AM
The Returns to Science In the Presence of Technological Risks,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",Gregory Lewis,false,60,40,75,,,,,,"Innovation, meta-science, & research",WP,2025-01-20,1/2/2025 8:31:00 AM
The Returns to Science In the Presence of Technological Risks,overall,Working paper/mimeo; not published in a peer-reviewed journal,"Innovation, meta-science, and research",Gregory Lewis,false,71,27,87,,,,,,"Innovation, meta-science, & research",WP,2025-01-20,1/2/2025 8:31:16 AM
Towards best practices in AGI safety and governance,overall,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 1,true,70,60,80,,false,,,,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:52:44 AM
Towards best practices in AGI safety and governance,claims,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 1,true,70,65,75,,false,,,,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:52:44 AM
Towards best practices in AGI safety and governance,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 1,true,80,75,85,,false,,,,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:52:44 AM
Towards best practices in AGI safety and governance,methods,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 1,true,70,65,75,,,,,,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:52:44 AM
Towards best practices in AGI safety and governance,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 1,true,85,80,90,,,,,,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:52:44 AM
Towards best practices in AGI safety and governance,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 1,true,65,50,80,,,,"My rating here is based on the data and its use, not the study’s experimental design in the field, which (like many experiments) likely has many nuances in implementation.",,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:52:44 AM
Towards best practices in AGI safety and governance,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 1,true,90,80,100,,,,,,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:52:44 AM
Towards best practices in AGI safety and governance,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 1,true,90,80,100,,,,,,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:52:44 AM
Towards best practices in AGI safety and governance,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 1,true,4,3.5,4.5,,,,,,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:52:44 AM
Towards best practices in AGI safety and governance,journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 1,true,3.5,3.1,4,,,,,,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:52:44 AM
Towards best practices in AGI safety and governance,overall,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 2,true,75,65,85,,false,,,,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:59:10 AM
Towards best practices in AGI safety and governance,claims,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 2,true,80,70,90,,false,,,,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:59:10 AM
Towards best practices in AGI safety and governance,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 2,true,70,60,80,,false,,,,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:59:10 AM
Towards best practices in AGI safety and governance,methods,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 2,true,70,60,80,,,,,,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:59:10 AM
Towards best practices in AGI safety and governance,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 2,true,80,70,90,,,,,,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:59:10 AM
Towards best practices in AGI safety and governance,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 2,true,80,70,90,,,,"My rating here is based on the data and its use, not the study’s experimental design in the field, which (like many experiments) likely has many nuances in implementation.",,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:59:10 AM
Towards best practices in AGI safety and governance,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 2,true,70,60,80,,,,,,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:59:10 AM
Towards best practices in AGI safety and governance,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Emerging technologies: social and economic impacts (focus: AI),Evaluator 2,true,70,60,80,,,,,,Emerging tech: social & economic impacts,WP,2025-06-03,6/5/2025 11:59:10 AM
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,overall,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,83,93,100,,false,,,,Economic development & governance (LMICs),WP,2024-06-10,7/2/2024 11:03:35 AM
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,4.7,4,5.0,,false,,,,Economic development & governance (LMICs),WP,2024-06-10,7/2/2024 11:04:12 AM
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,93,70,100,,,,,,Economic development & governance (LMICs),WP,2024-06-10,7/9/2024 10:00:58 AM
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,methods,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,95,90,100,,,,,,Economic development & governance (LMICs),WP,2024-06-10,7/9/2024 10:01:21 AM
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,80,70,90,,,,,,Economic development & governance (LMICs),WP,2024-06-10,7/9/2024 10:01:22 AM
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,90,80,100,,,,,,Economic development & governance (LMICs),WP,2024-06-10,7/9/2024 10:02:27 AM
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,90,80,100,,,,,,Economic development & governance (LMICs),WP,2024-06-10,7/9/2024 10:02:43 AM
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,60,40,80,,,,,,Economic development & governance (LMICs),WP,2024-06-10,7/9/2024 10:02:52 AM
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 1,true,4.7,4,5.0,,,,,,Economic development & governance (LMICs),WP,2024-06-10,7/9/2024 10:03:03 AM
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,overall,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,85,65,95,,false,,,,Economic development & governance (LMICs),WP,2024-06-10,7/2/2024 11:04:15 AM
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,merits_journal,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,4,2.5,5.0,,false,,,,Economic development & governance (LMICs),WP,2024-06-10,7/2/2024 11:04:15 AM
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,adv_knowledge,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,85,65,95,,,,,,Economic development & governance (LMICs),WP,2024-06-10,7/9/2024 10:03:28 AM
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,methods,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,85,63,95,,,,,,Economic development & governance (LMICs),WP,2024-06-10,7/9/2024 10:07:45 AM
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,logic_comms,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,76,40,91,,,,,,Economic development & governance (LMICs),WP,2024-06-10,7/9/2024 10:08:08 AM
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,open_sci,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,30,10,75,,,,,,Economic development & governance (LMICs),WP,2024-06-10,7/9/2024 10:08:29 AM
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,real_world,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,87,74,98,,,,,,Economic development & governance (LMICs),WP,2024-06-10,7/9/2024 10:08:46 AM
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,gp_relevance,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,70,45,90,,,,,,Economic development & governance (LMICs),WP,2024-06-10,7/9/2024 10:09:46 AM
Universal Basic Income: Short-Term Results from a Long-Term Experiment in Kenya,journal_predict,Working paper/mimeo; not published in a peer-reviewed journal,Economic development & governance (LMICs),Anon. evaluator 2 1,true,4,25,5.0,,,,,,Economic development & governance (LMICs),WP,2024-06-10,7/9/2024 10:10:18 AM
Urban Forests: Environmental Health Values and Risks,overall,R&R at ~top/decent journal,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 1,true,60,45,90,,false,,,,"Environment, biodiversity, climate",Review of Economics and Statistics,2025-04-08,6/5/2025 11:19:32 AM
Urban Forests: Environmental Health Values and Risks,claims,R&R at ~top/decent journal,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 1,true,45,40,50,,false,,,,"Environment, biodiversity, climate",Review of Economics and Statistics,2025-04-08,6/5/2025 11:24:54 AM
Urban Forests: Environmental Health Values and Risks,adv_knowledge,R&R at ~top/decent journal,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 1,true,67,60,70,,false,,,,"Environment, biodiversity, climate",Review of Economics and Statistics,2025-04-08,6/5/2025 11:19:32 AM
Urban Forests: Environmental Health Values and Risks,methods,R&R at ~top/decent journal,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 1,true,55,50,60,,,,,,"Environment, biodiversity, climate",Review of Economics and Statistics,2025-04-08,6/5/2025 11:19:32 AM
Urban Forests: Environmental Health Values and Risks,logic_comms,R&R at ~top/decent journal,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 1,true,51,50,55,,,,,,"Environment, biodiversity, climate",Review of Economics and Statistics,2025-04-08,6/5/2025 11:19:32 AM
Urban Forests: Environmental Health Values and Risks,open_sci,R&R at ~top/decent journal,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 1,true,50,85,95,,,,"My rating here is based on the data and its use, not the study’s experimental design in the field, which (like many experiments) likely has many nuances in implementation.",,"Environment, biodiversity, climate",Review of Economics and Statistics,2025-04-08,6/5/2025 11:19:32 AM
Urban Forests: Environmental Health Values and Risks,real_world,R&R at ~top/decent journal,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 1,true,80,70,89,,,,,,"Environment, biodiversity, climate",Review of Economics and Statistics,2025-04-08,6/5/2025 11:19:32 AM
Urban Forests: Environmental Health Values and Risks,gp_relevance,R&R at ~top/decent journal,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 1,true,80,70,89,,,,,,"Environment, biodiversity, climate",Review of Economics and Statistics,2025-04-08,6/5/2025 11:19:32 AM
Urban Forests: Environmental Health Values and Risks,merits_journal,R&R at ~top/decent journal,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 1,true,4.2,3.5,4.9,,,,,,"Environment, biodiversity, climate",Review of Economics and Statistics,2025-04-08,6/5/2025 11:19:32 AM
Urban Forests: Environmental Health Values and Risks,journal_predict,R&R at ~top/decent journal,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 1,true,4.2,3.5,4.9,,,,,,"Environment, biodiversity, climate",Review of Economics and Statistics,2025-04-08,6/5/2025 11:19:32 AM
Urban Forests: Environmental Health Values and Risks,overall,R&R at ~top/decent journal,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 2,true,90,86,94,,false,,,,"Environment, biodiversity, climate",Review of Economics and Statistics,2025-04-08,6/5/2025 11:39:57 AM
Urban Forests: Environmental Health Values and Risks,claims,R&R at ~top/decent journal,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 2,true,92,85,95,,false,,,,"Environment, biodiversity, climate",Review of Economics and Statistics,2025-04-08,6/5/2025 11:39:57 AM
Urban Forests: Environmental Health Values and Risks,adv_knowledge,R&R at ~top/decent journal,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 2,true,88,82,94,,false,,,,"Environment, biodiversity, climate",Review of Economics and Statistics,2025-04-08,6/5/2025 11:39:57 AM
Urban Forests: Environmental Health Values and Risks,methods,R&R at ~top/decent journal,"The Environment: Harm to human health, biodiversity, risks and climate change",Evaluator 2,true,92,88,96,,,,,,"Environment, biodiversity, climate",Review of Economics and Statistics,2025-04-08,6/5/2025 11:39:57 AM
